id	title	abstract	labels
2176	GOD WORLD	这个被称为泰坦的异世界是靠众神行使创造万物的「创造术」发展而来的。国中生坂上大树某天突然被召唤到泰坦当拯救安德鲁王国的「神」──安德鲁正面临魔神的强大军队威胁，因为该国公主请大树拯救众人，兴奋的大树立刻创造了〝我想像的最强宝剑〞与外型是理想美少女的英雄雷神芭丽艾尔！追赶先被召唤来的少女青梅竹马三浦会音，加入众神的战役！在长年累积的〝我设定〞全部实现的异世界泰坦开无双吧──胜利的关键是创造力，不对，妄想力──！	
2177	和果子的杏	年方十八的高中毕业生梅本杏子，既没有升学打算，也暂时找不到人生方向，身型圆滚滚的她，因缘际会进入了百货公司美食街的和果子店「蜜屋」打工。杏子原本以为只是一般的平凡贩卖工作，没想到，看似平凡的店长其实根本是一名和果子侦探，而杏子自己也受到和果子充满历史和风雅的深奥魅力影响，开始展现出她从未意识到的和果子推理力……打扮怪异的道上兄弟跑来说和果子在哭泣，又说要切腹，这到底是什么意思？为何店长要劝阻老奶奶放弃每次都购买的『松风』果子，老奶奶又为何落泪？总是在午间匆匆出现的粉领族决定用和果子作为暗号，究竟想要传达些什么？	
2178	进化果实 不知不觉踏上胜利的人生	偶像培育学园里充满俊男美女，柊诚一却是又胖又丑还有强烈体臭，因此成为霸凌对象，就连被自称是神的声音传送到异世界时，全班也没有人愿意与他组队，因此只有他一人被送到充满魔物的危险森林。在濒临饿死之际，聪明猴逃命时掉落的果实救了他一命，之后一路打怪升级之余，还被一头战斗力超强的母猩猩爱上了！其他受到召唤成为勇者的同学，又会面临什么样的状况呢？	
2179	神历的外典	外典（Apocrypha）——那是用以功夫热闹过异端之神，禁断的魔章经典。学术国家亚伽罗的神术师尼克拉为了拯救自己国家的困境，只身前去取得外典。敌袭之中，在他眼前出现的是称为「外典」的少女艾尔莎。「今后我就是你的东西了。请多指教啦，尼克拉」——由被迫尽快统一的赛倫狄亚岛盟主所决定，以三国自派出5名被选上的实力者与外典所进行的<统一战争（succession）>。继承正统的少女与身附异端之神的少女，是否能够从敌国的谋略与暗地策划中拯救出陷入危机的祖国呢！？——正统与异端相互冲突的神格边境幻想，终于开战！	
2180	来到异世界迷宫都市的我成了治愈魔法师	大学生佐藤四季清醒时，发现自己已经身处异世界迷宫都市。在这个世界拥有治愈魔法的他，因为总是用性骚扰当成疗伤的代价，终于被原本工作的治疗院开除。走投无路的四季为了活下去，决定成为冒险者，潜入迷宫。之后，他遇到受伤的奴隶少女悠艾儿……	魔法 冒险 搞笑 异世界 后宫 穿越 
2181	愧疚游戏的制作方法	「人生如戏。」这句话耳熟能详。我以制作游戏为生，所以对这句话更有感觉。要形容我之前的人生的话，比起不错，该说是EASY偏NORMAL吧。是的，我已经迎接了过去式的ENDING。如今，我正在自己的葬礼中。但有一个显而易见的疑点……我这个无论拿到哪都让人羞愧的40岁男人，简单来说就是个笨大叔，为什么忽然变成青少年，儿子还对我大叫着：「把身体还给我！」。意想不到的展开与全新感觉的PC游戏界物语，START！	
2182	弹丸论破 雾切	『欢迎来到绝望的天狼星天文台』等待着接受了迷之委托而集结的五位侦探的，是由「犯罪救济者委员会」所策划的，被称为「黑之挑战」的连续侦探杀人事件的开始……！由担任原作游戏『弹丸论破』剧本的小高和刚直接指名，被称为「物理的北山」的正统推理旗手·北山猛邦所描绘的，超高校级■■■雾切响子的过去——这才是「正统X弹丸论破」！！	侦探 校园 
2183	Hundred百武装战记	「百武装展开！！」『HUNDRED』──那是能对抗袭击地球的神秘生物『蛮族』（Savage）的唯一武器。主角如月隼人为了成为能够驾驭HUNDRED的武艺者（Slayer），进入海上学园都市舰『LittleGarden』就读。然而──「我好想你喔，隼人!!」「你、你到底是……？」对于似乎很了解自己（？）的室友艾米尔‧克劳福德，隼人产生了某种怀念的异样感受。不仅如此，才一入学，学园最强的武艺者『女王』克蕾亚‧哈维便向他提出决斗要求……!?箕崎准(ocelot)×大熊?介（Nitro+）联手推出！「究极」学园风动作小说，就此开幕！	奇幻 恋爱 喜剧 校园 勇者 
2184	魔法之子	七十年前，人类突然发现一股新力量──魔法。于此同时，被命名为「特殊灾害指定生物」的怪物也开始现身──原本失去魔法之力的相马彻，由于被认可召唤领域复活之故，被人强制带到防卫型教育都市「时岛」。在那里，彻和分开五年的妹妹凛重逢，也遇见了之后负责照顾自己的樱田诺雅。但彻跟前来恭贺自己魔力得以复活的诺雅发生冲突，导致两人必须决斗……同时间，巨大的灾害正悄悄逼近该岛──！？魔法之力究竟会带来繁荣亦或是灾难？少男少女心思交织的现代黑色奇幻故事登场！	
2185	后宫乐园棒球	绝世美少女用棒球争夺皇帝的宠爱！棒球比赛和吵吵闹闹是后宫精彩的风景——大白日帝国后宫里的美少女们为了成为皇帝的宠妃，今天也奋力追逐著黑球。帝都里的流氓——海功假扮成少女潜入后宫。目的是进到皇帝寝宫，夺取他的性命。他在培育新人宫女的下臈联盟里，遇见了金发碧眼的重量级游击手蜜芍，以及皮肤黝黑的打击能手莳罗。她们的梦想是进入由御妻·更衣率领的十二殿舍《球队》的联赛中，激烈较劲的后宫联盟。所有比赛都是献给皇帝观赛的「天览」，世界最大的舞台。目标只有一个「好球必打」。打败在坐的强劲的对手，海功能否抓住机会出头呢！？球场上打群架、阴谋算计、球上动手脚……最激烈、最热血的棒球季，现在开打！！	
2186	中古货也想谈恋爱！	「我绝～对会变成你理想中的女人！」「少开玩笑了！非处女的家伙！」某天，高中生清一被卷入麻烦中，并因此契机被校内第一不良少女绫女古都子纠缠，甚至还被告白。但是，清一为了遵从自己的信念强硬拒绝。「我只对纯洁的二次元女主角有兴趣。」所以虽然是美人但被谣传为中古货的古都子，当然在他的狩猎范围外。「我会变成你理想中的女人。」原以为她会就此放弃，但古都子在如此宣言后，摇身一变成为女主角般的双马尾美少女！而且还以H•GAME为范本强硬逼近清一！！太妹与宅男，原本毫无交集的两人，会有怎么样的展开！？	恋爱 日常 
2187	[韩轻]反逆骑士的圣女篡夺	☆轻☆小☆说☆文☆库☆注:日轻风格的一本韩国出版的轻小说，文库应求收录。为了守护世界而出现的能力「Chavaler」，拥有能力的骑士少女们齐集的学园国家．圣女都市「主教堂」。迎接新生的开学典礼上，本该由新生首席踏上的讲坛，却被成绩最差的站台。最高评价的新生，兼具绝世美貌的美少女．伊莉丝，像奴隶一样被锁链绑着。「我将站上Chavaler的顶点，将圣女罗依娜抢到手!」透过决斗实现下克上，向Chavaler顶点迈进的由希．利比利丝，目的是将世界最为高洁丶高贵的存在──圣女罗依娜抢到手。「又要做把女孩子当奴隶的坏事吗？！呜，要干色色的事对我做就可以了啊！」「有妄想无谓事的时间不如去调查下一位目标的情报。然后回来时记得买面包。」「我找回来的情报都是你捏成一团丢掉的吧！为什么身为男生却有那样的能力！！……你要哪种面包？」即使生为男儿身，却把Chavaler发挥得淋漓尽致，把少女们一一收服。由希和成为伙伴的伊莉丝一起踏上朝往顶点的阶梯。执着于圣女．罗依娜，不惜反逆世界到底的由希真意是……？	
2188	败犬之牙FANG OF UNDERDOG	即使是丧家之犬，依然拥有獠牙。所谓的「阵」，是一种可以操控世间万物的命令。这是由一个曾经存在的国家「日本」所研发出来的，使世界遭受彻底破坏的技术，藉由让「汉字」进入身体，加以组合的方式，能够发挥出各式各样的能力。然而，世人对一度毁灭世界的技术「阵」抱有警戒，对运用此种技术者——阵士——更怀有强烈敌意，将之视为暗杀对象。即使对这些事情都有所理解，名为「亚尔克」的少年依旧希望成为阵士。在他心中，已经挥别了身为剑豪一族「府津罗」后人的自己，以及堪称最强剑士的兄长。决定与搭档结仁一同挑战阵士选拔锦标赛的亚尔克，阻挡在他们前方的对手是……！？年轻的丧家之犬露出獠牙！无赖派和风战斗动作小说！！	冒险 格斗 
2189	搭乘者科的最下生	『逆神机』，配备「魔女」系统，并且需要人类驾驶，是唯一能够对抗人类之敌『神兵』的兵器。就读『逆神机』驾驶员培育学校的落第生秀太·筑波，在即将决定自己退学与否的比试当天，与主张自己为史上最强魔女的少女菲莉丝。在这因缘际会之下，原本他被埋没的才华得以开花结果。最弱少年与最强魔女带来的新正统机械人动作小说开幕！	
2190	圣树之国的禁咒使	某日，相乐黑彦被一片炫目的白光笼罩，接着失去意识。醒来后，他已身在一个以神圣大树为信仰的异世界。进入学园就读的黑彦，不知为何，竟然能轻松地念出这个世界以往从没人看得懂的《禁咒》咒语书。「──第九禁咒，解放。」他被强迫进入养成「圣树士」的学园就读，以独一无二的「禁咒使」身份展开的崭新人生，就此揭幕！	
2191	绯弹的亚莉亚AA	我绝对要……成为亚莉亚学姊的战妹！东京武侦高中是一所专门栽培武力侦探——通称「武侦」的特殊学校。对强袭科的超级精英——神崎·H·亚莉亚怀抱憧憬的学妹间宫明里，是个唯有洋溢的精神与开朗的个性是可取之处的吊车尾。那样的她竟然志愿参加让学姊学妹宛如亲姊妹般配对并从事活动的「战姊妹」制度，以成为战妹的权利为赌注与亚莉亚进行比赛！两人之间的战力差显而易见，但其实明里拥有某种秘密招式……？超人气武装动作日常喜剧，令人耳目一新的最强（S级）＆最弱（E级）武侦搭档登场！	校园 科幻 魔法 冒险 
